employee_id,name,age,gender,department,role,join_date,salary_bhd
E04775,Richard Jimenez,58,M,Finance,Finance,2017-04-13,2725.06
E04776,James Schmidt,33,M,Finance,HR,2022-05-01,5442.12
E04777,Abigail Bowman,37,M,Operations,Manager,2019-06-09,5494.34
E04778,Paul Hunter,33,M,Finance,HR,2015-11-20,6397.48
E04779,Joseph Weaver,27,M,Finance,HR,2021-09-07,6255.21
E04780,Ronald Moran,55,M,IT,Finance,2022-07-19,7505.7
E04781,Tara Beck,39,M,Sales,Manager,2024-07-08,5757.78
E04782,Kara Roberts,29,M,Operations,Support,2016-07-02,2879.7
E04783,Michael Wheeler,37,M,Operations,Support,2016-07-21,5715.46
E04784,Beth Smith,49,M,Sales,HR,2016-05-26,6542.53
E04785,Renee Garcia,43,M,Finance,HR,2020-06-21,5555.55
E04786,Mark Conway,28,M,Sales,Manager,2016-07-16,7573.91
E04787,Andrew Terrell,29,F,Operations,Support,2025-01-10,4128.77
E04788,Richard Moreno,58,F,Finance,Engineer,2019-05-16,5837.97
E04789,James Moore,28,F,Finance,Manager,2025-03-26,6545.94
E04790,Mrs. Deborah Nelson,50,M,IT,Manager,2016-01-09,4711.79
E04791,Jill Fisher,31,F,Operations,HR,2016-12-26,7858.18
E04792,Marc Morton,23,F,Sales,HR,2018-10-28,2951.16
E04793,Yesenia Kennedy,57,M,Sales,Manager,2018-09-07,3137.05
E04794,Kyle Robbins,37,M,HR,Sales,2020-01-12,5391.92
E04795,Kara Gibbs,47,M,Operations,Sales,2024-12-09,4498.36
E04796,Bruce Brown,27,F,HR,Sales,2016-09-22,5495.38
E04797,Mrs. Amanda Adams,27,M,Sales,Finance,2022-06-04,2472.52
E04798,Dakota Jackson,55,M,IT,Engineer,2016-12-11,3667.44
E04799,Monique Martinez,27,M,HR,HR,2017-04-28,5002.25
E04800,Carrie Holloway,56,M,Finance,Support,2020-12-05,2735.31
E04801,Sandra Phillips,26,F,HR,Engineer,2017-07-15,4932.06
E04802,Brian Solis,48,M,Finance,Support,2016-03-07,1622.63
E04803,Rhonda Brady,40,F,Operations,HR,2018-09-13,5403.94
E04804,Jacqueline Larson,22,M,IT,HR,2021-09-09,7926.66
E04805,Jason Adams,36,M,Operations,Sales,2022-05-27,1009.07
E04806,Jennifer Mccann,27,F,Operations,Sales,2017-07-02,5158.28
E04807,Michael Mendoza,48,F,Sales,Support,2022-08-28,2195.51
E04808,Stephanie Gallegos,45,M,Operations,Finance,2016-07-29,1433.78
E04809,Elizabeth Stuart,31,M,Finance,HR,2019-05-15,2624.96
E04810,Carolyn Castro,37,M,Operations,Sales,2017-07-01,5967.59
E04811,Stephen Hamilton,23,M,Operations,HR,2025-03-21,6129.85
E04812,Tamara Ayala,26,F,Operations,HR,2020-02-17,6856.35
E04813,Courtney Carlson,49,M,HR,Support,2023-01-30,7728.16
E04814,Joshua Jackson,33,F,HR,Sales,2024-09-10,5003.02
E04815,Jennifer Scott,28,M,IT,Support,2016-03-01,6237.1
E04816,Charles Aguilar,29,F,HR,HR,2022-08-16,6194.59
E04817,James Parker,42,M,IT,HR,2016-05-01,4987.92
E04818,Miss Janice Silva,40,M,Finance,HR,2024-05-25,2491.64
E04819,Anthony Hall,55,M,Sales,HR,2020-02-14,950.57
E04820,Paige Harris,36,F,IT,Finance,2019-09-08,7789.35
E04821,Jessica James,33,M,HR,Sales,2024-11-28,2645.65
E04822,Terrence Wilcox,54,F,Operations,Manager,2016-10-07,5648.21
E04823,Lori Vega,52,M,HR,Support,2016-06-09,3012.71
E04824,Linda Hahn,44,F,IT,Engineer,2022-09-26,7691.61
E04825,Alexandria Marshall,49,M,Sales,HR,2023-03-05,5844.1
E04826,Dustin Ellison,28,M,Sales,Sales,2022-11-05,4131.75
E04827,Susan Jacobs,36,M,Operations,HR,2018-12-01,5270.31
E04828,Andrea Ellison,33,F,IT,Finance,2022-03-29,6549.91
E04829,Tammy Russell,59,F,Operations,Support,2016-12-21,7874.66
E04830,Edward Rojas,45,F,HR,HR,2021-11-23,3313.57
E04831,Ryan Martin,46,F,Operations,Engineer,2024-01-08,3269.0
E04832,Holly Martin,57,M,Finance,HR,2016-05-06,3982.66
E04833,Rachel Taylor,36,M,IT,Engineer,2021-05-26,7349.33
E04834,Regina Jones,43,M,Finance,Support,2018-09-23,979.21
E04835,Rachel Obrien,24,F,Operations,Sales,2016-01-11,1680.38
E04836,Melissa Turner,26,M,Sales,Manager,2018-08-01,4596.58
E04837,Robert Davis,22,F,Operations,Sales,2025-06-04,6448.14
E04838,Nathaniel Boyd,34,M,Operations,Finance,2016-07-10,5860.73
E04839,Alexander Savage,33,F,Finance,Engineer,2025-06-21,5285.69
E04840,John Conway,51,M,Finance,Manager,2022-12-05,5747.94
E04841,Sally Vazquez,37,M,Sales,Support,2025-03-07,7574.68
E04842,Shelley Johnson,45,F,HR,Manager,2018-10-15,7311.55
E04843,Christina Berg,39,F,Finance,Engineer,2025-01-07,6669.86
E04844,Sara Davenport,34,M,Sales,HR,2021-10-07,2037.64
E04845,Andrew Smith,55,M,Finance,Engineer,2023-05-30,3091.75
E04846,Nancy Nelson,35,M,IT,Manager,2022-09-13,1012.02
E04847,Amanda Garcia,36,M,HR,HR,2022-02-13,2499.24
E04848,Jeffrey Freeman,59,M,HR,Support,2017-08-23,1550.42
E04849,Leslie Howard,37,M,Sales,HR,2016-04-20,954.02
E04850,Brian Ward,35,F,Finance,Manager,2023-10-20,2922.18
E04851,Kenneth Cross,41,M,HR,Support,2024-07-08,5766.69
E04852,Jesse Mann,40,F,Sales,Engineer,2023-01-17,6544.83
E04853,Cynthia Smith,32,M,HR,Manager,2015-10-11,1233.32
E04854,Jennifer Jennings,44,M,Sales,HR,2024-06-15,2652.19
E04855,Joseph Davis,38,F,HR,Support,2017-10-07,7040.34
E04856,Alejandro Oliver,46,F,Operations,Sales,2020-07-10,2230.63
E04857,Charles Powell,33,F,Finance,Sales,2025-07-20,5788.23
E04858,Leon Garcia,46,M,Operations,Engineer,2017-06-22,6242.74
E04859,Zachary Young,39,M,Finance,Support,2023-06-09,3365.58
E04860,Michelle Bennett,27,M,HR,Sales,2023-09-26,6135.53
E04861,Summer Wang,38,F,HR,HR,2019-03-24,6879.59
E04862,Kimberly Walton,24,M,Sales,Engineer,2018-03-24,1505.53
E04863,Mike Rodgers,55,F,IT,Engineer,2025-06-18,3983.14
E04864,Angel Rhodes,33,M,HR,Finance,2024-07-28,5887.93
E04865,Michael Bullock,39,F,HR,HR,2019-03-29,967.56
E04866,Stephanie Crawford,53,F,Operations,Support,2017-09-10,7415.32
E04867,Michelle Sawyer,47,F,IT,Finance,2017-08-01,6452.66
E04868,Paul Vargas,31,M,Operations,Engineer,2021-07-06,6650.05
E04869,Anthony Garner,31,F,HR,Support,2020-08-12,986.09
E04870,Aaron Mason,28,M,IT,Manager,2020-01-17,5618.13
E04871,Robin Hahn,42,M,IT,HR,2016-10-18,7655.89
E04872,Joseph Anderson,26,M,Finance,HR,2025-08-06,1618.69
E04873,Jay Cortez,56,F,Sales,Sales,2021-01-16,2176.54
E04874,Christopher Molina,38,M,Operations,Engineer,2024-10-02,6990.02
E04875,Rick Benjamin,23,F,Finance,Support,2019-10-10,878.36
E04876,Michael Carr,55,M,Operations,Manager,2023-05-28,4936.45
E04877,Matthew Gregory,25,F,HR,Support,2023-06-09,3737.47
E04878,Frank Nicholson,50,F,IT,Support,2021-04-08,3002.21
E04879,Daniel Guzman,35,F,Finance,Finance,2023-07-21,4978.97
E04880,John Faulkner,37,M,Finance,Finance,2022-11-16,1128.46
E04881,Teresa Hawkins,33,F,IT,Manager,2018-05-10,7574.28
E04882,Randy Elliott,27,F,Sales,HR,2022-07-19,7887.16
E04883,Brittany Castillo,53,M,IT,Engineer,2018-12-27,6567.75
E04884,Jeremy Callahan,59,M,Sales,Manager,2017-03-22,5140.26
E04885,Heather Orozco,53,F,HR,Finance,2023-02-23,5836.15
E04886,Sherri Wilson,53,M,Sales,Sales,2023-08-02,6833.56
E04887,Sheryl Hardin,50,F,Finance,Sales,2024-08-13,967.09
E04888,Miranda Little,46,F,Operations,Engineer,2022-10-25,837.61
E04889,Benjamin Smith,58,M,Operations,Support,2022-09-23,3025.55
E04890,Mr. Justin Molina,24,M,Finance,Engineer,2024-08-09,2362.21
E04891,Jordan Gordon,33,M,Sales,Engineer,2021-09-14,1520.07
E04892,Michael Bruce,40,M,Finance,Finance,2018-02-12,4808.69
E04893,Tyler Roberts,25,F,Sales,Sales,2018-04-09,6247.08
E04894,Joann Williams,50,F,HR,Manager,2017-11-22,1436.56
E04895,Dr. Laura Trujillo,50,M,Finance,Engineer,2021-04-22,4314.02
E04896,Morgan Jordan,60,M,Operations,Manager,2020-12-12,7581.38
E04897,Eric Clark,31,M,Sales,HR,2024-10-07,3635.98
E04898,Miranda Thompson,57,M,Sales,Manager,2022-12-10,5775.58
E04899,Claudia Brown,37,M,Operations,HR,2015-12-26,6854.66
E04900,Julia Cantu,49,M,Finance,Manager,2021-08-14,2375.73
E04901,Duane Cannon,57,M,HR,Finance,2019-03-02,3953.57
E04902,Kelly Taylor,54,M,Operations,Sales,2023-12-06,1578.93
E04903,Cynthia Steele,53,F,HR,HR,2017-03-30,6559.74
E04904,Erin Yu,54,F,HR,Engineer,2018-01-24,6426.67
E04905,Benjamin Simmons,36,M,Sales,HR,2019-04-10,6760.64
E04906,Tina Davis,28,F,HR,Engineer,2016-11-10,5531.09
E04907,Theresa Brown,38,F,Operations,Manager,2016-01-04,6386.45
E04908,John Warner,25,M,IT,Sales,2015-12-09,5808.23
E04909,Keith Rodriguez,46,F,Sales,Support,2016-11-07,1603.36
E04910,Jordan Snow,53,M,Sales,HR,2019-12-19,2456.03
E04911,Daniel Smith,51,M,Sales,Engineer,2018-12-19,1259.31
E04912,Scott Miller,40,F,Operations,Finance,2018-07-27,2481.43
E04913,Gregory Brown,55,F,Sales,Sales,2015-11-23,7507.07
E04914,Lauren Freeman,47,M,Sales,HR,2016-10-13,5632.37
E04915,Chad Stokes,26,F,Operations,Manager,2021-01-12,4534.04
E04916,Tracy Hernandez,60,F,Finance,Sales,2023-06-23,2511.79
E04917,Steve Lewis,48,M,IT,Sales,2023-10-18,2152.81
E04918,Timothy Newton,55,F,Operations,Support,2025-08-10,7719.36
E04919,Ebony Bauer,47,F,HR,Support,2023-04-18,3859.64
E04920,Kevin Moore,43,F,Sales,Support,2024-12-29,7498.01
E04921,Karen Johnson,54,F,IT,Manager,2018-07-17,2023.21
E04922,Jamie Mullins,36,F,IT,Manager,2024-03-11,1290.96
E04923,Jonathan Martinez,40,F,HR,Support,2017-10-08,6964.08
E04924,Lucas Kelley,60,M,IT,Sales,2017-10-26,6754.92
E04925,Megan Mills,31,M,Sales,Finance,2021-08-31,949.22
E04926,Nicolas Phillips,48,M,Finance,Engineer,2015-10-27,5512.1
E04927,Colleen Allen,45,M,IT,Engineer,2017-05-03,6797.28
E04928,Derrick Bailey,53,M,IT,HR,2016-04-07,1407.66
E04929,Jaclyn Rivera,53,F,Sales,Sales,2022-03-14,3482.81
E04930,Ashlee Hudson,32,F,IT,Engineer,2020-01-25,1159.22
E04931,Billy Brown PhD,34,M,Operations,Engineer,2025-08-19,5092.15
E04932,Gregory Weaver,23,F,HR,Sales,2022-04-17,1414.8
E04933,Jacqueline Patel,58,F,HR,Finance,2024-07-01,4624.23
E04934,Courtney Lyons,43,F,IT,Finance,2016-04-26,3025.98
E04935,Carol Allen,28,F,Sales,Support,2024-10-22,922.7
E04936,Angela Durham,31,F,Operations,Sales,2018-02-08,5410.74
E04937,Shawn Montgomery,40,M,IT,Support,2021-05-07,1524.53
E04938,Brittney Morris,26,F,HR,Manager,2016-05-06,3251.02
E04939,Kristin Le,60,M,Operations,Support,2018-01-23,3869.78
E04940,Joshua Mclean,53,M,IT,Engineer,2018-09-10,2626.3
E04941,Carrie Williams,26,M,Operations,Sales,2021-05-20,1278.81
E04942,Phillip Case,24,M,Operations,Support,2019-02-28,3263.98
E04943,John Key,32,M,Operations,HR,2017-11-24,5458.31
E04944,Jose Cisneros,28,F,IT,HR,2021-08-12,959.78
E04945,Stephanie Moore,54,M,Operations,Sales,2018-09-14,3625.34
E04946,Shelly Davis,35,F,IT,Manager,2017-06-05,2283.59
E04947,Heather Boyd,56,F,Finance,Engineer,2016-10-10,6281.09
E04948,Joshua Cooper,48,M,HR,HR,2023-11-23,2374.19
E04949,Mitchell Anderson,59,M,Finance,Sales,2016-02-12,7259.26
E04950,Tracy Stanton,22,M,IT,HR,2018-01-26,6224.66
E04951,Dawn Villegas,41,F,Sales,Sales,2019-10-31,4000.23
E04952,Catherine Mendoza,26,M,IT,HR,2016-05-10,1308.34
E04953,Mckenzie Velazquez,27,M,HR,Sales,2019-07-02,6246.31
E04954,Jennifer Jones,32,M,Sales,Engineer,2016-10-17,1069.37
E04955,Matthew King,31,F,HR,Support,2020-03-18,7681.44
E04956,Melissa Johnson,58,M,HR,Finance,2019-05-13,7084.84
E04957,Diane Dean,30,M,Finance,Manager,2018-07-21,7612.05
E04958,Rhonda Castillo,41,F,Sales,Finance,2023-05-14,5999.47
E04959,Melissa Turner,42,F,HR,Sales,2020-05-04,1187.24
E04960,Chelsea Montes,58,F,Operations,Engineer,2019-05-02,7952.22
E04961,Dustin Moore,34,M,Finance,Manager,2016-05-27,6172.67
E04962,Jonathan Wagner,25,F,HR,HR,2024-05-18,3683.25
E04963,Alicia Simmons,22,M,IT,HR,2021-12-06,3035.16
E04964,Thomas Barnes,48,M,Sales,Manager,2020-09-24,4443.68
E04965,Samantha Jackson,31,F,Finance,Finance,2025-01-29,1405.08
E04966,Michael Thomas,30,F,IT,Engineer,2023-03-30,6940.53
E04967,Mrs. Samantha Kirk DDS,39,F,Sales,Engineer,2023-05-18,1952.77
E04968,Deborah Ortega,46,M,Operations,Finance,2019-04-08,4792.42
E04969,Emily Olson,59,F,IT,Manager,2019-12-21,5344.85
E04970,Jessica Elliott,48,M,HR,Finance,2021-12-25,3516.38
E04971,Morgan Rice,25,F,Operations,Engineer,2023-08-24,7975.13
E04972,Nancy Ellis,26,F,Sales,Sales,2020-01-15,4875.99
E04973,Mark Mitchell,35,F,IT,HR,2015-11-06,5181.22
E04974,Nicole Lewis,57,F,HR,Manager,2019-02-05,3298.01
E04975,Ryan Mcdowell,32,F,Finance,Support,2018-10-13,7051.76
E04976,Taylor Clark,32,F,HR,Finance,2017-03-13,1601.34
E04977,Kathy Hicks,53,F,Sales,Finance,2023-12-02,2047.66
E04978,Joseph Graham,45,M,HR,Support,2023-01-25,6972.31
E04979,Paul Schroeder,49,F,Operations,Support,2016-02-10,7687.77
E04980,Gary Silva,43,M,Sales,Support,2017-07-06,5590.35
E04981,Nancy Fox,51,M,Finance,Manager,2017-04-20,5449.26
E04982,Mr. Brandon Watkins,24,M,IT,Finance,2022-06-03,6998.81
E04983,Patrick Morgan,52,M,HR,HR,2025-04-04,6007.0
E04984,Teresa Rodgers,55,M,Finance,Manager,2022-03-01,6739.68
E04985,Timothy Robertson,29,F,Sales,HR,2024-07-10,3680.7
E04986,Alison Mack,43,M,HR,HR,2016-07-03,887.3
E04987,Jordan Howard,51,M,IT,HR,2021-01-11,1431.32
E04988,John Cooke,22,M,IT,Finance,2022-05-04,4582.99
E04989,Christopher Johnston,59,F,IT,Sales,2019-11-03,4477.54
E04990,Elizabeth Bailey,24,M,IT,Finance,2021-01-24,2025.93
E04991,Cynthia Watson,26,M,HR,Support,2020-01-23,4178.41
E04992,Ashley Clarke,44,F,IT,Support,2023-07-17,3753.65
E04993,Leonard Powell,29,M,Finance,Engineer,2022-09-09,2424.75
E04994,Margaret Bowers,40,F,Sales,Finance,2021-07-20,4489.8
E04995,Jamie Curtis,59,M,Finance,Manager,2022-07-05,1953.94
E04996,Joshua West,42,F,Sales,Engineer,2016-12-31,7740.62
E04997,Rebecca Taylor,24,F,HR,HR,2024-09-23,7451.35
E04998,Brett Williams,55,M,Finance,Sales,2019-10-16,3876.45
E04999,Stephanie Bailey,39,F,Sales,Finance,2020-07-24,4208.93
E05000,Chad Brown DVM,38,F,Sales,Finance,2021-05-04,2794.34
E05001,Pamela Cooper,43,F,Finance,Engineer,2023-04-29,4977.31
E05002,Lisa Serrano,51,M,Finance,Support,2023-05-29,4905.16
E05003,Scott Griffith,59,M,IT,Finance,2021-07-23,7054.63
E05004,Frank Guerrero,43,M,HR,Engineer,2024-07-01,1446.25
E05005,Robert Cole,49,M,IT,Finance,2022-08-15,6737.49
E05006,Daniel Lambert,42,F,Finance,Sales,2023-09-24,4336.82
E05007,Melinda Miller,27,F,Finance,HR,2021-06-08,7808.86
E05008,Casey Gonzalez,27,F,HR,Support,2024-03-13,1238.93
E05009,Anthony Delacruz DDS,25,F,Operations,Finance,2019-03-22,1464.19
E05010,Joseph Romero,56,M,Sales,Finance,2016-09-01,5417.49
E05011,Austin Duncan,25,F,Operations,Manager,2024-05-16,1564.79
E05012,Benjamin Perez,57,M,Sales,Sales,2022-09-16,3218.09
E05013,Tony Huber,41,M,Finance,Support,2023-10-28,6450.99
E05014,Deborah Green,57,M,IT,Sales,2023-04-11,7357.75
E05015,Scott Mckinney,28,F,Sales,Engineer,2016-02-09,2837.86
E05016,Lisa Hart,33,F,Operations,Manager,2017-06-29,3444.79
E05017,Brenda Gonzales,47,M,Sales,Support,2025-02-28,3653.16
E05018,David Scott,32,F,Finance,Sales,2023-04-17,3311.84
E05019,Mathew Mitchell,52,F,IT,Engineer,2023-03-27,6649.05
E05020,Virginia Mathews,38,M,Finance,HR,2017-10-07,6856.07
E05021,Justin Mitchell,25,F,HR,Manager,2024-08-04,2190.15
E05022,Shawn Flowers,59,M,Finance,Engineer,2016-10-06,2136.5
E05023,Michael Phillips,30,F,Operations,HR,2024-11-02,5502.95
E05024,Deborah Williams,38,M,Operations,Sales,2025-04-10,2432.45
E05025,William Lam,37,M,IT,Finance,2018-08-10,6121.75
E05026,Phillip Dominguez,31,M,Operations,Manager,2022-06-08,7098.28
E05027,Emily Holmes,58,F,HR,Manager,2017-04-13,4800.94
E05028,Elaine Sharp,43,M,IT,HR,2022-06-09,1144.98
E05029,Diana Jenkins,59,F,HR,Finance,2016-10-27,7532.33
E05030,Elizabeth Berger,36,M,Operations,Manager,2016-01-24,4423.07
E05031,Brian Pope,50,F,IT,Sales,2022-11-30,2140.46
E05032,Wendy Olson,59,F,HR,Sales,2016-04-26,3211.43
E05033,Ricardo Webb,60,M,Sales,Support,2021-11-28,1657.53
E05034,Judith Lewis,50,F,Operations,HR,2019-05-04,1900.05
E05035,Mrs. Angela Branch,45,M,HR,Manager,2021-02-23,4863.95
E05036,Elizabeth Miller,23,M,Operations,Finance,2023-12-08,7347.77
E05037,Patricia Perry,58,M,HR,Manager,2020-09-15,3248.4
E05038,Thomas Martinez,60,F,Sales,Support,2023-02-13,7529.94
E05039,Miguel Sanchez,25,F,IT,Sales,2025-09-21,4584.68
E05040,Leslie Francis,25,M,IT,Manager,2019-05-08,2622.72
E05041,Jacob Smith,57,M,Operations,Sales,2019-12-20,5404.11
E05042,Alejandro Kirby,23,F,HR,Sales,2022-04-17,1731.61
E05043,Michael Lewis,34,F,IT,Finance,2015-10-21,4078.12
E05044,Travis Jones,56,M,Operations,Finance,2020-09-08,7952.62
E05045,Cristian Martin,53,F,HR,Manager,2017-07-26,4575.62
E05046,Mario Whitaker,55,M,HR,Finance,2021-08-14,2504.61
E05047,Barbara Johnson,60,F,Finance,Sales,2017-08-29,7758.78
E05048,Donald Roberts,28,M,HR,Finance,2017-10-11,3910.13
E05049,Austin Murray,28,F,Operations,HR,2017-11-05,1980.39
E05050,Parker Chen,39,F,HR,Sales,2016-04-28,7857.13
E05051,Lori Flores,53,M,Sales,Sales,2018-10-25,7212.7
E05052,Jennifer Adams,40,M,Operations,Finance,2020-05-19,7134.29
E05053,Diane Randolph,58,F,Operations,HR,2019-08-27,7314.64
E05054,Jerry Watson,39,M,Sales,Finance,2018-10-08,6884.17
E05055,Mark Rogers,53,M,IT,HR,2017-06-11,5307.05
E05056,Jennifer Harris,28,M,Finance,Finance,2016-07-15,6176.14
E05057,John Bennett,22,F,Sales,HR,2021-02-25,6317.49
E05058,Michael Wilson,50,F,Finance,Engineer,2020-07-17,874.22
E05059,Maria Bautista,36,F,Operations,Finance,2025-07-19,7297.31
E05060,James Pierce,42,M,Finance,Manager,2022-01-25,4795.6
E05061,Tyler Reeves,37,M,Sales,HR,2020-04-30,4243.79
E05062,Carla Orr,50,F,HR,Sales,2017-05-02,3169.87
E05063,Brian White,52,M,IT,Engineer,2021-10-01,3801.72
E05064,Linda Morrow,30,M,IT,Manager,2022-04-06,3012.92
E05065,Mitchell Gonzalez,24,M,Finance,Sales,2021-08-14,3643.45
E05066,James Mendoza,50,M,Operations,Sales,2022-03-12,1230.25
E05067,Jonathan Edwards,36,F,HR,Engineer,2021-09-11,4308.08
E05068,Ashley Robinson DDS,32,F,Operations,Sales,2022-06-14,4447.49
E05069,Leslie Ellis,28,F,Sales,Support,2024-07-21,5496.15
E05070,Jamie Taylor,28,M,Finance,Support,2017-04-19,6415.62
E05071,Scott Cowan,48,M,HR,Finance,2022-06-05,7188.71
E05072,Nicole Anderson,59,F,HR,Sales,2025-05-11,2570.91
E05073,Dylan Salazar,23,F,HR,Engineer,2018-05-04,5407.71
E05074,Tammy Mcclain,46,M,HR,Engineer,2024-09-26,7537.92
E05075,Tiffany Long DDS,26,M,Operations,Sales,2022-04-28,6990.12
E05076,Dr. John Yoder,38,M,Finance,Support,2017-11-17,4798.49
E05077,Justin Carter,31,M,Sales,Sales,2016-10-26,6672.22
E05078,Marvin Ellis,46,F,HR,HR,2020-07-09,854.79
E05079,Lisa Mccullough,56,M,HR,Support,2025-07-20,3042.52
E05080,Alexis Hamilton,25,F,Finance,HR,2019-11-19,7520.85
E05081,Breanna Nguyen,23,M,HR,HR,2020-06-06,6789.18
E05082,Joseph Montgomery,38,F,Finance,Support,2018-07-09,7000.4
E05083,Matthew Christian,52,F,Sales,Engineer,2021-01-28,4905.72
E05084,Kevin Murphy,47,F,IT,Manager,2024-08-07,887.15
E05085,Rebecca Williams,46,F,Sales,Support,2021-11-19,4124.76
E05086,Crystal Franco,48,M,Sales,Support,2022-03-11,6975.9
E05087,Emily Ellis,41,M,Operations,Engineer,2019-05-27,7563.5
E05088,Rebekah Turner MD,35,M,Operations,Sales,2023-12-12,7193.17
E05089,Peter Smith,44,M,HR,Manager,2024-03-29,5163.42
E05090,Nathaniel Alvarado,46,M,Finance,Support,2018-07-30,6386.98
E05091,Margaret Shelton,34,F,IT,Engineer,2016-03-22,3320.42
E05092,Dustin Lawrence MD,35,M,Finance,HR,2018-01-19,2585.94
E05093,Sheila Hernandez,32,M,Finance,Engineer,2024-01-24,4397.74
E05094,Eric Guerrero,34,F,Sales,Engineer,2020-11-13,2674.13
E05095,Richard Gonzales,58,M,HR,HR,2019-08-27,3378.89
E05096,Matthew Bell,34,F,HR,HR,2022-05-28,3712.67
E05097,Rebecca Dodson,22,M,Operations,HR,2024-01-10,5544.54
E05098,Christine Miller,51,F,Operations,Engineer,2025-09-06,6981.92
E05099,Elizabeth Sampson,44,M,IT,HR,2019-05-16,2789.73
E05100,Teresa Crosby,47,F,Operations,Manager,2017-06-16,1811.89
E05101,Alicia Simmons,59,M,HR,Finance,2019-06-08,3876.55
E05102,Devin Lewis,40,M,Sales,Finance,2023-05-30,2441.87
E05103,Andrea Garcia,39,F,HR,Manager,2025-01-21,6360.59
E05104,Robert Vaughan,49,F,Sales,Manager,2024-06-28,7437.7
E05105,Christopher Taylor,51,M,HR,Finance,2023-03-18,5228.7
E05106,Barry King,33,F,Operations,Support,2021-02-13,4776.42
E05107,Summer Myers,23,F,Finance,Finance,2020-06-19,7014.96
E05108,Dustin Cisneros,38,F,HR,Manager,2015-12-19,3864.54
E05109,Randy Pennington,43,M,HR,Sales,2021-08-12,6707.22
E05110,Elizabeth White,35,M,HR,Support,2023-05-18,5741.1
E05111,Alexis Smith,26,F,Operations,Manager,2017-12-28,3436.63
E05112,Kendra Boyd,42,F,IT,Support,2018-12-09,7444.77
E05113,Daniel Thomas,29,M,Finance,Sales,2021-10-29,1180.07
E05114,Jonathan Gray,32,M,IT,Finance,2021-12-31,4773.05
E05115,Gregory Cabrera,45,M,HR,Manager,2016-04-30,6165.67
E05116,Mallory Miller,47,M,Finance,Manager,2025-04-09,3403.25
E05117,Jonathan Ross,42,M,Operations,HR,2019-08-30,4367.73
E05118,Andre Vasquez,57,F,Finance,Engineer,2015-11-02,7181.11
E05119,Kevin Pace,48,F,HR,Manager,2025-03-16,5496.79
E05120,Jessica Rodriguez,34,M,Operations,Finance,2022-02-02,3188.51
E05121,Amanda Griffin,51,F,Operations,Sales,2022-10-18,7182.32
E05122,Jordan Reyes,59,F,IT,Support,2021-06-23,7710.72
E05123,Walter Williams,22,M,Operations,Manager,2021-02-14,3465.98
E05124,Allen Juarez,54,M,Sales,HR,2025-02-01,7188.88
E05125,Brian Francis,57,M,Finance,Engineer,2023-06-24,7786.53
E05126,Christopher Thompson,31,F,Sales,Engineer,2020-09-02,7408.15
E05127,Cassandra Williams,31,F,IT,HR,2016-09-04,6913.86
E05128,George Wilson,41,F,Operations,Manager,2020-01-02,4117.19
E05129,Kristen Williams,50,M,IT,Manager,2023-09-28,7687.84
E05130,Dana Davidson,47,M,Operations,Finance,2021-01-01,5797.74
E05131,Melissa Mckinney,51,M,Sales,Finance,2020-08-28,6874.0
E05132,Derrick Young,58,F,HR,Sales,2018-11-10,3964.93
E05133,Lindsey Price,58,M,Operations,Sales,2019-03-16,3749.19
E05134,Dr. William Barber IV,33,M,Operations,HR,2019-08-27,5946.71
E05135,Joanna Rice,31,M,IT,Engineer,2017-01-08,2058.6
E05136,Tara Johnson,23,F,IT,Sales,2018-03-15,7927.73
E05137,Benjamin Carter,31,M,IT,Finance,2025-06-28,5560.74
E05138,Jeffery Brooks,49,M,Sales,Engineer,2024-10-25,1235.3
E05139,Amber Wagner,48,M,HR,Engineer,2020-02-26,1332.54
E05140,Melanie Hill,48,M,Sales,Support,2025-04-04,7521.06
E05141,Andrew Anderson,49,F,Sales,Sales,2020-07-18,1426.6
E05142,William Mcdonald,36,F,HR,Manager,2015-11-16,2581.67
E05143,Kaitlin Murray,51,M,Operations,Finance,2019-09-15,6729.51
E05144,Sarah Clark,42,F,Finance,Finance,2023-11-02,5700.71
E05145,Charles Terry,26,M,IT,Sales,2016-02-20,4068.44
E05146,Amanda Johnson,47,M,Operations,Engineer,2022-04-20,6119.27
E05147,Gerald Nelson,51,M,IT,HR,2018-04-02,3240.05
E05148,Erica Donaldson,34,F,HR,HR,2023-12-26,1792.17
E05149,Adam Hart,47,M,HR,Engineer,2019-07-30,2959.26
E05150,Bradley Ramirez,44,M,Sales,HR,2022-03-07,7078.46
E05151,Theresa Obrien,30,F,Finance,Sales,2017-11-04,4905.88
E05152,Elizabeth Lowery,44,M,Finance,Support,2019-01-13,5141.34
E05153,Denise Miller,33,F,IT,Support,2024-05-27,7245.09
E05154,Rachel Khan,58,F,Finance,Engineer,2016-07-27,3298.54
E05155,Sean Johnson,37,F,Sales,Sales,2018-05-08,6548.73
E05156,Douglas Fisher,57,M,Finance,HR,2024-12-06,1919.63
E05157,Matthew Blanchard,49,M,Operations,Sales,2019-08-18,5640.59
E05158,Ronald Bolton,49,M,Sales,Support,2018-10-20,4107.34
E05159,Alexa Schneider,38,M,Finance,Sales,2025-02-13,1568.27
E05160,Deborah Vega,58,F,IT,Finance,2024-06-02,3035.24
E05161,James Cox,40,M,HR,Support,2018-08-01,7867.41
E05162,Frank Howell,52,M,Sales,HR,2022-04-22,2600.53
